customer_id,name,email,region,customer_type,lead_source,signup_date,segment_x,total_orders,total_revenue,avg_order_value_x,first_order_date,last_order_date,total_sessions,total_pageviews,last_visit_date,recency_days,frequency,monetary,avg_order_value_y,lifespan_days,orders_per_month,estimated_clv,r_score,f_score,m_score,rfm_score,rfm_total,segment_y,segment
C02122,Customer 2122,customer2122@example.com,Central,B2C,Organic,2023-04-01,Unassigned,2,122.57,61.285,2024-10-10,2024-12-02,1,2,2024-09-14,477.0,1.0,41.85,41.85,0.0,1.0,31.584905660377363,5.0,1.0,1.0,511,7.0,New customers,No purchase
C02123,Customer 2123,customer2123@example.com,East,B2C,Social,2022-03-31,Unassigned,2,194.55,97.275,2024-12-06,2024-12-28,7,31,2024-02-26,473.0,1.0,147.48,147.48,0.0,1.0,112.24693446088794,5.0,1.0,2.0,512,8.0,New customers,No purchase
C02124,Customer 2124,customer2124@example.com,South,B2C,Referral,2023-11-30,Unassigned,4,303.86,75.965,2024-01-21,2024-04-24,12,91,2024-09-29,699.0,2.0,169.95999999999998,84.97999999999999,94.0,0.64,87.53304721030041,1.0,2.0,2.0,122,5.0,Lost / dormant,No purchase
C02125,Customer 2125,customer2125@example.com,East,B2C,Organic,2022-11-24,Unassigned,3,114.4,38.13333333333333,2024-08-20,2024-11-01,24,300,2024-12-26,508.0,1.0,39.27,39.27,0.0,1.0,27.829133858267717,3.0,1.0,1.0,311,5.0,Potential loyalists,No purchase
C02126,Customer 2126,customer2126@example.com,South,B2B,Social,2023-11-15,Unassigned,1,76.12,76.12,2024-12-14,2024-12-14,16,217,2024-12-05,,,,,,,,,,,,,,No purchase
C02127,Customer 2127,customer2127@example.com,East,B2C,Email,2022-12-22,Unassigned,2,246.9,123.45,2024-09-20,2024-10-25,9,82,2024-09-28,515.0,1.0,107.51,107.51,0.0,1.0,75.1526213592233,3.0,1.0,1.0,311,5.0,Potential loyalists,No purchase
C02128,Customer 2128,customer2128@example.com,South,B2C,Paid,2022-03-08,Unassigned,3,153.76,51.25333333333333,2024-09-12,2024-10-04,23,190,2024-12-29,551.0,1.0,56.76,56.76,0.0,1.0,37.08457350272232,2.0,1.0,1.0,211,4.0,Lost / dormant,No purchase
C02129,Customer 2129,customer2129@example.com,West,B2B,Referral,2023-07-18,Unassigned,6,641.5699999999999,106.92833333333331,2024-05-06,2024-09-13,2,34,2024-09-15,557.0,5.0,473.9,94.78,130.0,1.15,306.29084380610414,2.0,4.0,4.0,244,10.0,At-risk customers,No purchase
C02130,Customer 2130,customer2130@example.com,South,B2C,Referral,2023-07-10,Unassigned,9,1439.89,159.98777777777778,2024-04-19,2024-12-06,5,60,2024-02-06,473.0,8.0,1254.39,156.79875,231.0,1.04,954.7154334038055,5.0,5.0,5.0,555,15.0,Champions,No purchase
C02131,Customer 2131,customer2131@example.com,South,B2C,Social,2022-10-25,Unassigned,8,861.76,107.72,2024-06-01,2024-12-09,6,74,2023-12-01,470.0,6.0,622.8299999999999,103.80499999999999,120.0,1.5,477.06127659574463,5.0,4.0,4.0,544,13.0,Champions,No purchase
C02132,Customer 2132,customer2132@example.com,North,B2C,Organic,2022-11-04,Unassigned,11,2284.27,207.6609090909091,2024-03-28,2024-11-21,21,232,2024-12-30,488.0,8.0,1712.87,214.10875,238.0,1.01,1263.5926229508195,4.0,5.0,5.0,455,14.0,Champions,No purchase
C02133,Customer 2133,customer2133@example.com,Unknown,B2C,Email,2022-06-11,Unassigned,15,2576.93,171.79533333333333,2023-11-01,2024-11-18,4,37,2024-05-23,491.0,9.0,1435.5900000000001,159.51000000000002,353.0,0.76,1052.5710794297354,4.0,5.0,5.0,455,14.0,Champions,No purchase
C02134,Customer 2134,customer2134@example.com,North,B2C,Social,2023-10-16,Unassigned,7,897.44,128.2057142857143,2024-06-11,2024-10-09,25,280,2024-11-26,531.0,4.0,492.83000000000004,123.20750000000001,53.0,2.26,334.1220338983051,2.0,3.0,4.0,234,9.0,At-risk customers,No purchase
C02135,Customer 2135,customer2135@example.com,Central,B2C,Paid,2022-06-28,Unassigned,3,303.3,101.1,2024-09-19,2024-11-01,1,4,2022-10-05,508.0,2.0,224.03,112.015,43.0,1.4,158.76141732283463,3.0,2.0,2.0,322,7.0,Potential loyalists,No purchase
C02136,Customer 2136,customer2136@example.com,North,B2B,Paid,2023-01-06,Unassigned,6,245.45,40.90833333333333,2024-09-15,2024-11-30,11,144,2024-10-29,479.0,6.0,245.45,40.90833333333333,76.0,2.37,184.47181628392482,5.0,4.0,3.0,543,12.0,Loyal customers,No purchase
C02137,Customer 2137,customer2137@example.com,West,B2C,Paid,2023-06-05,Unassigned,4,342.6,85.65,2024-08-21,2024-11-04,3,31,2024-04-15,560.0,1.0,47.46,47.46,0.0,1.0,30.51,2.0,1.0,1.0,211,4.0,Lost / dormant,No purchase
C02138,Customer 2138,customer2138@example.com,North,B2C,Social,2022-08-18,Unassigned,6,759.89,126.64833333333333,2024-06-25,2024-10-20,6,55,2024-05-04,520.0,4.0,486.09000000000003,121.52250000000001,117.0,1.03,336.5238461538462,3.0,3.0,4.0,334,10.0,Loyal customers,No purchase
C02139,Customer 2139,customer2139@example.com,Central,B2C,Email,2022-05-05,Unassigned,7,1322.9,188.9857142857143,2024-08-10,2024-11-22,3,33,2024-10-14,494.0,4.0,680.36,170.09,97.0,1.24,495.8089068825911,4.0,3.0,4.0,434,11.0,Loyal customers,No purchase
C02140,Customer 2140,customer2140@example.com,West,B2C,Referral,2022-07-25,Unassigned,2,172.23000000000002,86.11500000000001,2024-12-05,2024-12-21,24,234,2024-08-14,458.0,2.0,172.23000000000002,86.11500000000001,16.0,2.0,135.37729257641922,5.0,2.0,2.0,522,9.0,New customers,No purchase
C02141,Customer 2141,customer2141@example.com,East,B2C,Organic,2022-05-23,Unassigned,5,605.64,121.128,2024-07-22,2024-11-27,6,75,2024-09-23,515.0,3.0,420.84000000000003,140.28,95.0,0.95,294.1794174757282,3.0,3.0,4.0,334,10.0,Loyal customers,No purchase
C02142,Customer 2142,customer2142@example.com,East,B2C,Referral,2022-08-31,Unassigned,2,128.29,64.145,2024-10-20,2024-11-23,19,217,2024-12-24,486.0,2.0,128.29,64.145,34.0,1.76,95.02962962962962,4.0,2.0,2.0,422,8.0,New customers,No purchase
C02143,Customer 2143,customer2143@example.com,North,B2C,Email,2023-05-21,Unassigned,3,151.29,50.43,2024-08-06,2024-08-28,9,84,2024-12-17,577.0,2.0,106.66999999999999,53.334999999999994,18.0,2.0,66.5532062391681,2.0,2.0,1.0,221,5.0,Lost / dormant,No purchase
C02144,Customer 2144,customer2144@example.com,North,B2B,Referral,2022-01-27,Unassigned,12,2356.75,196.39583333333331,2024-01-04,2024-11-22,8,81,2024-05-20,487.0,7.0,1445.73,206.53285714285715,109.0,1.93,1068.7121149897332,4.0,5.0,5.0,455,14.0,Champions,No purchase
C02145,Customer 2145,customer2145@example.com,Central,B2B,Social,2023-01-05,Unassigned,10,1409.2,140.92000000000002,2024-06-25,2024-10-20,16,184,2024-12-11,520.0,9.0,1285.45,142.82777777777778,112.0,2.41,889.9269230769231,3.0,5.0,5.0,355,13.0,Loyal customers,No purchase
C02146,Customer 2146,customer2146@example.com,Central,B2B,Paid,2023-07-22,Unassigned,3,233.5,77.83333333333333,2024-07-23,2024-08-21,24,194,2024-12-09,580.0,3.0,233.5,77.83333333333333,29.0,3.0,144.93103448275863,1.0,3.0,3.0,133,7.0,At-risk customers,No purchase
C02147,Customer 2147,customer2147@example.com,South,B2C,Email,2023-08-10,Unassigned,1,23.73,23.73,2024-03-26,2024-03-26,8,122,2024-09-10,728.0,1.0,23.73,23.73,0.0,1.0,11.734615384615385,1.0,1.0,1.0,111,3.0,Lost / dormant,No purchase
C02148,Customer 2148,customer2148@example.com,Central,B2C,Email,2023-01-13,Unassigned,6,178.04,29.67333333333333,2024-06-12,2024-10-21,21,191,2024-12-11,520.0,3.0,80.53,26.843333333333334,130.0,0.69,55.75153846153846,3.0,3.0,1.0,331,7.0,Frequent low-spenders,No purchase
C02149,Customer 2149,customer2149@example.com,South,B2C,Referral,2023-04-24,Unassigned,4,225.51,56.3775,2023-10-03,2023-12-28,3,19,2024-11-01,817.0,3.0,177.5,59.166666666666664,31.0,2.9,78.21297429620563,1.0,3.0,2.0,132,6.0,Potential loyalists,No purchase
C02150,Customer 2150,customer2150@example.com,West,B2C,Social,2023-07-19,Unassigned,5,535.93,107.186,2024-09-15,2024-11-18,15,134,2024-11-19,491.0,2.0,203.2,101.6,7.0,2.0,148.98574338085538,4.0,2.0,2.0,422,8.0,New customers,No purchase
C02151,Customer 2151,customer2151@example.com,North,B2C,Referral,2022-05-13,Unassigned,4,199.16,49.79,2023-12-26,2024-03-16,16,171,2024-11-26,738.0,4.0,199.16,49.79,81.0,1.48,97.15121951219513,1.0,3.0,2.0,132,6.0,Potential loyalists,No purchase
C02152,Customer 2152,customer2152@example.com,West,B2C,Referral,2023-09-19,Unassigned,15,2645.1,176.34,2023-12-07,2024-11-09,3,31,2024-10-12,500.0,10.0,1850.24,185.024,338.0,0.89,1332.1728,4.0,5.0,5.0,455,14.0,Champions,No purchase
C02153,Customer 2153,customer2153@example.com,Central,B2C,Email,2022-03-30,Unassigned,11,1820.25,165.47727272727272,2024-04-25,2024-11-12,12,127,2024-08-18,497.0,7.0,1217.22,173.88857142857142,198.0,1.06,881.6885311871227,4.0,5.0,5.0,455,14.0,Champions,No purchase
C02154,Customer 2154,customer2154@example.com,West,B2C,Referral,2022-03-09,Unassigned,10,376.92,37.692,2024-04-03,2024-10-22,14,165,2024-06-28,539.0,5.0,207.87,41.574,181.0,0.83,138.83710575139148,2.0,4.0,2.0,242,8.0,Potential loyalists,No purchase
C02155,Customer 2155,customer2155@example.com,West,B2C,Paid,2022-11-13,Unassigned,1,84.93,84.93,2024-11-30,2024-11-30,8,54,2024-11-06,479.0,1.0,84.93,84.93,0.0,1.0,63.83048016701462,5.0,1.0,1.0,511,7.0,New customers,No purchase
C02156,Customer 2156,customer2156@example.com,West,B2B,Referral,2023-02-12,Unassigned,6,1241.14,206.85666666666663,2024-06-09,2024-11-15,2,23,2024-08-15,515.0,5.0,1008.92,201.784,138.0,1.09,705.2644660194175,3.0,4.0,5.0,345,12.0,Loyal customers,No purchase
C02157,Customer 2157,customer2157@example.com,Central,B2C,Paid,2023-05-06,Unassigned,9,1665.85,185.09444444444443,2024-04-10,2024-11-18,14,135,2024-10-29,547.0,3.0,398.59000000000003,132.86333333333334,119.0,0.76,262.32614259597807,2.0,3.0,3.0,233,8.0,At-risk customers,No purchase
C02158,Customer 2158,customer2158@example.com,West,B2C,Email,2023-06-23,Unassigned,7,1333.91,190.5585714285714,2024-08-23,2024-11-28,23,259,2024-11-15,534.0,4.0,740.21,185.0525,41.0,2.93,499.0179775280899,2.0,3.0,4.0,234,9.0,At-risk customers,No purchase
C02159,Customer 2159,customer2159@example.com,South,B2C,Social,2023-02-25,Unassigned,17,3085.4,181.49411764705883,2023-09-04,2024-11-25,11,103,2024-07-03,484.0,13.0,2484.88,191.1446153846154,322.0,1.21,1848.2578512396694,4.0,5.0,5.0,455,14.0,Champions,No purchase
C02160,Customer 2160,customer2160@example.com,Central,B2C,Paid,2023-02-24,Unassigned,8,997.43,124.67875,2024-06-15,2024-11-15,9,86,2024-10-24,494.0,6.0,702.9200000000001,117.15333333333335,153.0,1.18,512.2493927125506,4.0,4.0,4.0,444,12.0,Champions,No purchase
C02161,Customer 2161,customer2161@example.com,West,B2B,Social,2023-08-12,Unassigned,3,232.71,77.57000000000001,2024-02-20,2024-02-26,4,25,2023-07-07,757.0,3.0,232.71,77.57000000000001,6.0,3.0,110.66789960369881,1.0,3.0,3.0,133,7.0,At-risk customers,No purchase
C02162,Customer 2162,customer2162@example.com,Central,B2C,Social,2022-03-17,Unassigned,2,132.42000000000002,66.21000000000001,2024-11-19,2024-12-17,16,182,2024-09-30,462.0,2.0,132.42000000000002,66.21000000000001,28.0,2.0,103.1844155844156,5.0,2.0,2.0,522,9.0,New customers,No purchase
C02163,Customer 2163,customer2163@example.com,East,B2C,Paid,2022-05-09,Unassigned,12,400.02,33.335,2024-04-08,2024-11-04,10,79,2024-10-25,505.0,8.0,275.15,34.39375,182.0,1.32,196.14653465346532,3.0,5.0,3.0,353,11.0,Loyal customers,No purchase
C02164,Customer 2164,customer2164@example.com,South,B2C,Email,2022-11-21,Unassigned,8,328.67,41.08375,2024-04-21,2024-11-20,2,18,2022-05-23,489.0,6.0,229.11,38.185,213.0,0.85,168.66993865030676,4.0,4.0,2.0,442,10.0,Frequent low-spenders,No purchase
C02165,Customer 2165,customer2165@example.com,West,B2B,Organic,2023-10-20,Unassigned,4,490.56,122.64,2024-08-27,2024-12-02,9,98,2024-09-02,481.0,2.0,257.36,128.68,51.0,1.18,192.61871101871105,5.0,2.0,3.0,523,10.0,New customers,No purchase
C02166,Customer 2166,customer2166@example.com,East,B2C,Social,2022-03-17,Unassigned,10,357.28,35.727999999999994,2024-02-18,2024-10-25,24,238,2024-11-29,515.0,7.0,254.59,36.37,250.0,0.84,177.96582524271847,3.0,5.0,3.0,353,11.0,Loyal customers,No purchase
C02167,Customer 2167,customer2167@example.com,East,B2B,Social,2023-04-06,Unassigned,2,154.73000000000002,77.36500000000001,2024-12-02,2024-12-14,9,99,2024-12-22,465.0,1.0,104.34,104.34,0.0,1.0,80.77935483870968,5.0,1.0,1.0,511,7.0,New customers,No purchase
C02168,Customer 2168,customer2168@example.com,Central,B2C,Email,2023-04-23,Unassigned,7,972.67,138.95285714285714,2024-04-30,2024-09-11,7,85,2024-06-07,559.0,5.0,676.22,135.244,134.0,1.12,435.49051878354203,2.0,4.0,4.0,244,10.0,At-risk customers,No purchase
C02169,Customer 2169,customer2169@example.com,East,B2C,Email,2023-11-28,Unassigned,3,234.53,78.17666666666666,2024-11-02,2024-12-03,8,60,2024-02-22,476.0,3.0,234.53,78.17666666666666,31.0,2.9,177.37563025210085,5.0,3.0,3.0,533,11.0,Loyal customers,No purchase
C02170,Customer 2170,customer2170@example.com,South,B2C,Referral,2023-06-14,Unassigned,5,501.26,100.252,2024-06-14,2024-08-25,18,202,2024-10-15,606.0,3.0,278.78,92.92666666666666,42.0,2.14,165.6118811881188,1.0,3.0,3.0,133,7.0,At-risk customers,No purchase
C02171,Customer 2171,customer2171@example.com,South,B2B,Email,2022-12-19,Unassigned,10,320.1,32.010000000000005,2024-03-22,2024-11-15,11,67,2024-10-30,494.0,7.0,244.7,34.957142857142856,238.0,0.88,178.3238866396761,4.0,5.0,3.0,453,12.0,Loyal customers,No purchase
C02172,Customer 2172,customer2172@example.com,North,B2C,Social,2022-05-12,Unassigned,3,121.01,40.336666666666666,2023-11-22,2024-01-25,16,192,2024-11-07,801.0,2.0,88.17,44.085,52.0,1.15,39.62696629213483,1.0,2.0,1.0,121,4.0,Lost / dormant,No purchase
C02173,Customer 2173,customer2173@example.com,South,B2C,Paid,2023-07-19,Unassigned,3,343.9,114.63333333333333,2024-06-15,2024-08-22,20,206,2024-10-23,601.0,2.0,244.96,122.48,46.0,1.3,146.7314475873544,1.0,2.0,3.0,123,6.0,Potential loyalists,No purchase
C02174,Customer 2174,customer2174@example.com,East,B2C,Organic,2023-10-18,Unassigned,4,425.54,106.385,2024-02-17,2024-04-01,8,120,2024-11-06,722.0,3.0,346.08,115.36,44.0,2.05,172.5606648199446,1.0,3.0,3.0,133,7.0,At-risk customers,No purchase
C02175,Customer 2175,customer2175@example.com,South,B2C,Referral,2023-08-25,Unassigned,13,2587.51,199.0392307692308,2024-01-16,2024-12-22,6,80,2024-10-05,457.0,10.0,1878.8700000000001,187.887,341.0,0.88,1480.072647702407,5.0,5.0,5.0,555,15.0,Champions,No purchase
C02176,Customer 2176,customer2176@example.com,Central,B2C,Paid,2022-07-06,Unassigned,9,370.28,41.142222222222216,2024-05-30,2024-11-18,2,35,2022-11-24,491.0,6.0,236.82,39.47,151.0,1.19,173.63584521384928,4.0,4.0,3.0,443,11.0,Loyal customers,No purchase
C02177,Customer 2177,customer2177@example.com,North,B2B,Organic,2022-05-13,Unassigned,6,565.12,94.18666666666668,2024-04-29,2024-08-30,23,265,2024-12-14,571.0,6.0,565.12,94.18666666666667,123.0,1.46,356.29281961471105,2.0,4.0,4.0,244,10.0,At-risk customers,No purchase
C02178,Customer 2178,customer2178@example.com,East,B2C,Organic,2023-03-20,Unassigned,17,2967.42,174.55411764705883,2023-10-28,2024-12-11,7,83,2024-08-18,468.0,11.0,2160.24,196.38545454545454,410.0,0.8,1661.7230769230766,5.0,5.0,5.0,555,15.0,Champions,No purchase
C02179,Customer 2179,customer2179@example.com,North,B2C,Organic,2023-05-30,Unassigned,2,158.85000000000002,79.42500000000001,2024-10-03,2024-10-16,2,13,2024-08-15,524.0,2.0,158.85000000000002,79.42500000000001,13.0,2.0,109.13358778625957,3.0,2.0,2.0,322,7.0,Potential loyalists,No purchase
C02180,Customer 2180,customer2180@example.com,East,B2C,Paid,2022-02-26,Unassigned,3,195.31,65.10333333333334,2024-10-16,2024-11-11,14,141,2024-09-09,520.0,2.0,142.39,71.195,4.0,2.0,98.5776923076923,3.0,2.0,2.0,322,7.0,Potential loyalists,No purchase
C02181,Customer 2181,customer2181@example.com,Central,B2C,Referral,2022-05-08,Unassigned,13,3274.66,251.89692307692303,2023-12-20,2024-11-07,8,87,2024-10-09,502.0,8.0,2004.81,250.60125,282.0,0.85,1437.7123505976097,3.0,5.0,5.0,355,13.0,Loyal customers,No purchase
C02182,Customer 2182,customer2182@example.com,North,B2C,Referral,2023-06-15,Unassigned,4,285.44,71.36,2023-07-20,2023-09-22,1,19,2024-03-22,914.0,3.0,236.97,78.99,64.0,1.41,93.33610503282276,1.0,3.0,3.0,133,7.0,At-risk customers,No purchase
C02183,Customer 2183,customer2183@example.com,West,B2C,Organic,2022-06-06,Unassigned,16,2993.39,187.086875,2023-12-17,2024-12-07,25,264,2024-12-20,472.0,9.0,1712.5,190.27777777777777,356.0,0.76,1306.1440677966102,5.0,5.0,5.0,555,15.0,Champions,No purchase
C02184,Customer 2184,customer2184@example.com,East,B2C,Paid,2022-11-08,Unassigned,3,132.61,44.20333333333334,2023-12-11,2024-02-27,11,140,2024-07-04,834.0,1.0,47.61,47.61,0.0,1.0,20.55107913669065,1.0,1.0,1.0,111,3.0,Lost / dormant,No purchase
C02185,Customer 2185,customer2185@example.com,West,B2C,Organic,2022-06-18,Unassigned,4,522.4200000000001,130.60500000000002,2024-09-08,2024-12-15,20,237,2024-10-01,464.0,3.0,348.82000000000005,116.27333333333335,98.0,0.92,270.63620689655176,5.0,3.0,3.0,533,11.0,Loyal customers,No purchase
C02186,Customer 2186,customer2186@example.com,North,B2C,Email,2022-06-15,Unassigned,5,624.85,124.97,2024-09-23,2024-12-16,17,150,2024-12-11,463.0,1.0,90.65,90.65,0.0,1.0,70.48380129589634,5.0,1.0,1.0,511,7.0,New customers,No purchase
C02187,Customer 2187,customer2187@example.com,West,B2C,Referral,2022-11-27,Unassigned,3,193.5,64.5,2024-10-01,2024-10-23,12,136,2024-12-31,536.0,1.0,66.52,66.52,0.0,1.0,44.6776119402985,2.0,1.0,1.0,211,4.0,Lost / dormant,No purchase
C02188,Customer 2188,customer2188@example.com,West,B2C,Social,2022-08-19,Unassigned,3,264.37,88.12333333333333,2024-09-17,2024-11-27,9,70,2023-12-17,482.0,3.0,264.37,88.12333333333333,71.0,1.27,197.45477178423235,4.0,3.0,3.0,433,10.0,Loyal customers,No purchase
C02189,Customer 2189,customer2189@example.com,North,B2B,Organic,2022-12-21,Unassigned,2,188.92,94.46,2024-11-21,2024-11-26,19,230,2024-10-22,488.0,1.0,117.22,117.22,0.0,1.0,86.47377049180326,4.0,1.0,1.0,411,6.0,New customers,No purchase
C02190,Customer 2190,customer2190@example.com,Central,B2B,Email,2023-06-16,Unassigned,6,626.67,104.445,2024-01-24,2024-05-03,16,213,2024-10-29,690.0,4.0,349.37,87.3425,100.0,1.2,182.28,1.0,3.0,3.0,133,7.0,At-risk customers,No purchase
C02191,Customer 2191,customer2191@example.com,West,B2B,Referral,2022-10-18,Unassigned,3,306.0,102.0,2024-09-13,2024-11-11,5,56,2023-08-26,557.0,1.0,143.04,143.04,0.0,1.0,92.44955116696589,2.0,1.0,2.0,212,5.0,Lost / dormant,No purchase
C02192,Customer 2192,customer2192@example.com,West,B2B,Paid,2022-03-22,Unassigned,2,102.44,51.22,2024-08-30,2024-09-17,8,93,2024-07-15,,,,,,,,,,,,,,No purchase
C02193,Customer 2193,customer2193@example.com,Central,B2C,Referral,2022-09-14,Unassigned,3,199.91000000000005,66.63666666666667,2023-08-26,2023-10-01,9,87,2024-08-02,905.0,2.0,119.49000000000001,59.745000000000005,24.0,2.0,47.53193370165746,1.0,2.0,1.0,121,4.0,Lost / dormant,No purchase
C02194,Customer 2194,customer2194@example.com,West,B2B,Paid,2022-07-21,Unassigned,10,1407.29,140.72899999999998,2024-04-05,2024-11-27,8,89,2024-12-11,482.0,8.0,1169.2,146.15,236.0,1.02,873.2614107883817,4.0,5.0,5.0,455,14.0,Champions,No purchase
C02195,Customer 2195,customer2195@example.com,West,B2C,Paid,2023-10-13,Unassigned,6,476.22,79.37,2024-06-06,2024-11-02,19,193,2024-12-22,507.0,3.0,285.31,95.10333333333334,90.0,1.0,202.5869822485207,3.0,3.0,3.0,333,9.0,Loyal customers,No purchase
C02196,Customer 2196,customer2196@example.com,West,B2C,Organic,2023-07-19,Unassigned,8,915.19,114.39875,2024-05-01,2024-11-12,18,184,2024-11-04,497.0,6.0,784.87,130.81166666666667,195.0,0.92,568.517505030181,4.0,4.0,5.0,445,13.0,Champions,No purchase
C02197,Customer 2197,customer2197@example.com,South,B2C,Organic,2022-10-09,Unassigned,3,309.71,103.23666666666666,2024-06-13,2024-07-17,16,158,2024-09-24,635.0,1.0,137.48,137.48,0.0,1.0,77.94141732283464,1.0,1.0,2.0,112,4.0,Lost / dormant,No purchase
C02198,Customer 2198,customer2198@example.com,Central,B2C,Referral,2022-05-09,Unassigned,5,701.39,140.278,2023-11-22,2024-02-29,3,42,2024-04-03,759.0,3.0,488.59000000000003,162.86333333333334,94.0,0.96,231.7422924901186,1.0,3.0,4.0,134,8.0,At-risk customers,No purchase
C02199,Customer 2199,customer2199@example.com,West,B2B,Email,2023-10-03,Unassigned,8,1123.35,140.41875,2024-05-23,2024-11-09,8,97,2024-12-08,541.0,4.0,567.7,141.925,95.0,1.26,377.76709796672833,2.0,3.0,4.0,234,9.0,At-risk customers,No purchase
C02200,Customer 2200,customer2200@example.com,Central,B2B,Referral,2022-11-07,Unassigned,9,1497.15,166.35000000000002,2024-04-14,2024-11-13,5,45,2024-11-12,496.0,5.0,985.14,197.028,213.0,0.7,715.0209677419355,4.0,4.0,5.0,445,13.0,Champions,No purchase
C02201,Customer 2201,customer2201@example.com,East,B2C,Social,2023-09-22,Unassigned,6,948.65,158.10833333333335,2024-09-13,2024-12-06,7,63,2023-12-24,483.0,4.0,714.46,178.615,74.0,1.62,532.5167701863354,4.0,3.0,4.0,434,11.0,Loyal customers,No purchase
C02202,Customer 2202,customer2202@example.com,East,B2B,Paid,2023-07-01,Unassigned,2,238.43,119.215,2024-10-08,2024-10-12,16,183,2024-12-31,528.0,2.0,238.43,119.215,4.0,2.0,162.56590909090912,2.0,2.0,3.0,223,7.0,Potential loyalists,No purchase
C02203,Customer 2203,customer2203@example.com,West,B2C,Paid,2022-04-06,Unassigned,5,447.24,89.44800000000001,2024-08-02,2024-09-22,24,235,2024-11-30,548.0,3.0,322.19,107.39666666666666,40.0,2.25,211.65766423357667,2.0,3.0,3.0,233,8.0,At-risk customers,No purchase
C02204,Customer 2204,customer2204@example.com,Central,B2C,Organic,2023-05-30,Unassigned,3,219.02,73.00666666666666,2024-01-25,2024-02-07,2,31,2024-11-28,776.0,2.0,140.06,70.03,10.0,2.0,64.97628865979382,1.0,2.0,2.0,122,5.0,Lost / dormant,No purchase
C02205,Customer 2205,customer2205@example.com,Central,B2C,Email,2023-10-19,Unassigned,2,188.53,94.265,2024-08-21,2024-09-05,8,79,2024-07-14,580.0,1.0,105.78,105.78,0.0,1.0,65.65655172413793,1.0,1.0,1.0,111,3.0,Lost / dormant,No purchase
C02206,Customer 2206,customer2206@example.com,Central,B2C,Organic,2022-06-22,Unassigned,10,1309.49,130.949,2024-03-17,2024-10-13,12,145,2024-07-16,536.0,7.0,896.64,128.09142857142857,201.0,1.04,602.220895522388,2.0,5.0,5.0,255,12.0,At-risk customers,No purchase
C02207,Customer 2207,customer2207@example.com,South,B2B,Social,2023-08-30,Unassigned,1,63.25,63.25,2024-08-05,2024-08-05,3,56,2023-04-05,596.0,1.0,63.25,63.25,0.0,1.0,38.20469798657718,1.0,1.0,1.0,111,3.0,Lost / dormant,No purchase
C02208,Customer 2208,customer2208@example.com,East,B2B,Referral,2023-08-18,Unassigned,6,442.42,73.73666666666666,2024-07-28,2024-10-13,4,33,2024-07-30,543.0,2.0,115.42,57.71,35.0,1.71,76.52154696132597,2.0,2.0,1.0,221,5.0,Lost / dormant,No purchase
C02209,Customer 2209,customer2209@example.com,Central,B2B,Referral,2022-06-07,Unassigned,1,109.05,109.05,2024-11-25,2024-11-25,19,188,2024-11-05,484.0,1.0,109.05,109.05,0.0,1.0,81.11157024793388,4.0,1.0,1.0,411,6.0,New customers,No purchase
C02210,Customer 2210,customer2210@example.com,Central,B2C,Email,2022-06-25,Unassigned,13,2390.96,183.92,2024-03-12,2024-11-13,5,55,2023-07-24,496.0,9.0,1806.31,200.70111111111112,208.0,1.3,1311.0314516129033,4.0,5.0,5.0,455,14.0,Champions,No purchase
C02211,Customer 2211,customer2211@example.com,South,B2B,Organic,2023-11-06,Unassigned,4,352.22,88.055,2024-07-21,2024-09-21,12,141,2024-11-05,578.0,2.0,129.3,64.65,33.0,1.82,80.53287197231835,2.0,2.0,2.0,222,6.0,Lost / dormant,No purchase
C02212,Customer 2212,customer2212@example.com,South,B2C,Organic,2023-10-02,Unassigned,1,79.11,79.11,2023-10-18,2023-10-18,12,154,2024-07-17,888.0,1.0,79.11,79.11,0.0,1.0,32.071621621621624,1.0,1.0,1.0,111,3.0,Lost / dormant,No purchase
C02213,Customer 2213,customer2213@example.com,Central,B2B,Social,2023-09-12,Unassigned,1,102.62,102.62,2024-11-28,2024-11-28,18,160,2024-10-28,481.0,1.0,102.62,102.62,0.0,1.0,76.80498960498961,5.0,1.0,1.0,511,7.0,New customers,No purchase
C02214,Customer 2214,customer2214@example.com,North,B2C,Referral,2022-12-12,Unassigned,5,667.96,133.592,2024-08-06,2024-11-25,21,232,2024-12-12,501.0,3.0,286.3,95.43333333333334,94.0,0.96,205.7245508982036,3.0,3.0,3.0,333,9.0,Loyal customers,No purchase
C02215,Customer 2215,customer2215@example.com,Central,B2C,Organic,2023-08-01,Unassigned,2,73.14,36.57,2024-11-05,2024-12-23,7,56,2024-08-15,456.0,2.0,73.14,36.57,48.0,1.25,57.742105263157896,5.0,2.0,1.0,521,8.0,New customers,No purchase
C02216,Customer 2216,customer2216@example.com,Central,B2C,Email,2022-02-12,Unassigned,2,173.06,86.53,2023-07-27,2023-09-01,4,44,2024-10-23,935.0,1.0,85.88,85.88,0.0,1.0,33.06609625668449,1.0,1.0,1.0,111,3.0,Lost / dormant,No purchase
C02217,Customer 2217,customer2217@example.com,South,B2C,Referral,2022-01-30,Unassigned,7,794.8299999999999,113.54714285714284,2024-07-14,2024-11-01,11,116,2024-09-13,508.0,4.0,419.59,104.8975,110.0,1.09,297.34724409448813,3.0,3.0,4.0,334,10.0,Loyal customers,No purchase
